application_date,segment,case_count,application_year,application_month,application_dow,application_qtr,application_daytype,application_season,dist_holi,dist_muharram,dist_dussehra,dist_diwali,dist_christmas,case_count,WPI,WPI-3m,WPI-6m
6/22/2018,1,3569,2018,6,4,QTR2,weekday,monsoon,272,91,119,138,186,3569,,,
6/22/2018,2,30146,2018,6,4,QTR2,weekday,monsoon,272,91,119,138,186,30146,,,
6/23/2018,1,2619,2018,6,5,QTR2,weekday,monsoon,271,90,118,137,185,2619,,,
6/23/2018,2,26395,2018,6,5,QTR2,weekday,monsoon,271,90,118,137,185,26395,,,
6/24/2018,1,1309,2018,6,6,QTR2,weekend,monsoon,270,89,117,136,184,1309,,,
6/24/2018,2,23288,2018,6,6,QTR2,weekend,monsoon,270,89,117,136,184,23288,,,
6/25/2018,1,3405,2018,6,0,QTR2,weekday,monsoon,269,88,116,135,183,3405,,,
6/25/2018,2,23522,2018,6,0,QTR2,weekday,monsoon,269,88,116,135,183,23522,,,
6/26/2018,1,1903,2018,6,1,QTR2,weekday,monsoon,268,87,115,134,182,1903,,,
6/26/2018,2,25559,2018,6,1,QTR2,weekday,monsoon,268,87,115,134,182,25559,,,
6/27/2018,1,3317,2018,6,2,QTR2,weekday,monsoon,267,86,114,133,181,3317,,,
6/27/2018,2,22510,2018,6,2,QTR2,weekday,monsoon,267,86,114,133,181,22510,,,
6/28/2018,1,3646,2018,6,3,QTR2,weekday,monsoon,266,85,113,132,180,3646,,,
6/28/2018,2,14649,2018,6,3,QTR2,weekday,monsoon,266,85,113,132,180,14649,,,
6/29/2018,1,3131,2018,6,4,QTR2,weekday,monsoon,265,84,112,131,179,3131,,,
6/29/2018,2,4259,2018,6,4,QTR2,weekday,monsoon,265,84,112,131,179,4259,,,
6/30/2018,1,3873,2018,6,5,QTR2,weekday,monsoon,264,83,111,130,178,3873,,,
6/30/2018,2,992,2018,6,5,QTR2,weekday,monsoon,264,83,111,130,178,992,,,
7/1/2018,1,138,2018,7,6,QTR3,weekend,monsoon,263,82,110,129,177,138,,,
7/1/2018,2,3727,2018,7,6,QTR3,weekend,monsoon,263,82,110,129,177,3727,,,
7/2/2018,1,3290,2018,7,0,QTR3,weekday,monsoon,262,81,109,128,176,3290,,,
7/2/2018,2,6927,2018,7,0,QTR3,weekday,monsoon,262,81,109,128,176,6927,,,
7/3/2018,1,2974,2018,7,1,QTR3,weekday,monsoon,261,80,108,127,175,2974,,,
7/3/2018,2,8809,2018,7,1,QTR3,weekday,monsoon,261,80,108,127,175,8809,,,
7/4/2018,1,3057,2018,7,2,QTR3,weekday,monsoon,260,79,107,126,174,3057,,,
7/4/2018,2,11010,2018,7,2,QTR3,weekday,monsoon,260,79,107,126,174,11010,,,
7/5/2018,1,2934,2018,7,3,QTR3,weekday,monsoon,259,78,106,125,173,2934,,,
7/5/2018,2,8245,2018,7,3,QTR3,weekday,monsoon,259,78,106,125,173,8245,,,
7/6/2018,1,2890,2018,7,4,QTR3,weekday,monsoon,258,77,105,124,172,2890,,,
7/6/2018,2,11235,2018,7,4,QTR3,weekday,monsoon,258,77,105,124,172,11235,,,
7/7/2018,1,2320,2018,7,5,QTR3,weekday,monsoon,257,76,104,123,171,2320,,,
7/7/2018,2,10448,2018,7,5,QTR3,weekday,monsoon,257,76,104,123,171,10448,,,
7/8/2018,1,1301,2018,7,6,QTR3,weekend,monsoon,256,75,103,122,170,1301,,,
7/8/2018,2,8277,2018,7,6,QTR3,weekend,monsoon,256,75,103,122,170,8277,,,
7/9/2018,1,3561,2018,7,0,QTR3,weekday,monsoon,255,74,102,121,169,3561,,,
7/9/2018,2,10980,2018,7,0,QTR3,weekday,monsoon,255,74,102,121,169,10980,,,
7/10/2018,1,3062,2018,7,1,QTR3,weekday,monsoon,254,73,101,120,168,3062,,,
7/10/2018,2,13198,2018,7,1,QTR3,weekday,monsoon,254,73,101,120,168,13198,,,
7/11/2018,1,3319,2018,7,2,QTR3,weekday,monsoon,253,72,100,119,167,3319,,,
7/11/2018,2,21685,2018,7,2,QTR3,weekday,monsoon,253,72,100,119,167,21685,,,
7/12/2018,1,3191,2018,7,3,QTR3,weekday,monsoon,252,71,99,118,166,3191,,,
7/12/2018,2,29243,2018,7,3,QTR3,weekday,monsoon,252,71,99,118,166,29243,,,
7/13/2018,1,3486,2018,7,4,QTR3,weekday,monsoon,251,70,98,117,165,3486,,,
7/13/2018,2,30026,2018,7,4,QTR3,weekday,monsoon,251,70,98,117,165,30026,,,
7/14/2018,1,2883,2018,7,5,QTR3,weekday,monsoon,250,69,97,116,164,2883,,,
7/14/2018,2,31460,2018,7,5,QTR3,weekday,monsoon,250,69,97,116,164,31460,,,
7/15/2018,1,1145,2018,7,6,QTR3,weekend,monsoon,249,68,96,115,163,1145,,,
7/15/2018,2,16686,2018,7,6,QTR3,weekend,monsoon,249,68,96,115,163,16686,,,
7/16/2018,1,3265,2018,7,0,QTR3,weekday,monsoon,248,67,95,114,162,3265,,,
7/16/2018,2,37253,2018,7,0,QTR3,weekday,monsoon,248,67,95,114,162,37253,,,
7/17/2018,1,2800,2018,7,1,QTR3,weekday,monsoon,247,66,94,113,161,2800,,,
7/17/2018,2,34807,2018,7,1,QTR3,weekday,monsoon,247,66,94,113,161,34807,,,
7/18/2018,1,3066,2018,7,2,QTR3,weekday,monsoon,246,65,93,112,160,3066,,,
7/18/2018,2,28120,2018,7,2,QTR3,weekday,monsoon,246,65,93,112,160,28120,,,
7/19/2018,1,2903,2018,7,3,QTR3,weekday,monsoon,245,64,92,111,159,2903,,,
7/19/2018,2,43340,2018,7,3,QTR3,weekday,monsoon,245,64,92,111,159,43340,,,
7/20/2018,1,2696,2018,7,4,QTR3,weekday,monsoon,244,63,91,110,158,2696,,,
7/20/2018,2,33773,2018,7,4,QTR3,weekday,monsoon,244,63,91,110,158,33773,,,
7/21/2018,1,2021,2018,7,5,QTR3,weekday,monsoon,243,62,90,109,157,2021,,,
7/21/2018,2,35356,2018,7,5,QTR3,weekday,monsoon,243,62,90,109,157,35356,,,
7/22/2018,1,1205,2018,7,6,QTR3,weekend,monsoon,242,61,89,108,156,1205,,,
7/22/2018,2,17673,2018,7,6,QTR3,weekend,monsoon,242,61,89,108,156,17673,,,
7/23/2018,1,3280,2018,7,0,QTR3,weekday,monsoon,241,60,88,107,155,3280,,,
7/23/2018,2,31838,2018,7,0,QTR3,weekday,monsoon,241,60,88,107,155,31838,,,
7/24/2018,1,2598,2018,7,1,QTR3,weekday,monsoon,240,59,87,106,154,2598,,,
7/24/2018,2,28571,2018,7,1,QTR3,weekday,monsoon,240,59,87,106,154,28571,,,
7/25/2018,1,2889,2018,7,2,QTR3,weekday,monsoon,239,58,86,105,153,2889,,,
7/25/2018,2,27377,2018,7,2,QTR3,weekday,monsoon,239,58,86,105,153,27377,,,
7/26/2018,1,2793,2018,7,3,QTR3,weekday,monsoon,238,57,85,104,152,2793,,,
7/26/2018,2,25149,2018,7,3,QTR3,weekday,monsoon,238,57,85,104,152,25149,,,
7/27/2018,1,2798,2018,7,4,QTR3,weekday,monsoon,237,56,84,103,151,2798,,,
7/27/2018,2,25880,2018,7,4,QTR3,weekday,monsoon,237,56,84,103,151,25880,,,
7/28/2018,1,2215,2018,7,5,QTR3,weekday,monsoon,236,55,83,102,150,2215,,,
7/28/2018,2,20478,2018,7,5,QTR3,weekday,monsoon,236,55,83,102,150,20478,,,
7/29/2018,1,1176,2018,7,6,QTR3,weekend,monsoon,235,54,82,101,149,1176,,,
7/29/2018,2,7236,2018,7,6,QTR3,weekend,monsoon,235,54,82,101,149,7236,,,
7/30/2018,1,3485,2018,7,0,QTR3,weekday,monsoon,234,53,81,100,148,3485,,,
7/30/2018,2,3462,2018,7,0,QTR3,weekday,monsoon,234,53,81,100,148,3462,,,
7/31/2018,1,5856,2018,7,1,QTR3,weekday,monsoon,233,52,80,99,147,5856,,,
7/31/2018,2,1607,2018,7,1,QTR3,weekday,monsoon,233,52,80,99,147,1607,,,
8/1/2018,1,2885,2018,8,2,QTR3,weekday,monsoon,232,51,79,98,146,2885,,,
8/1/2018,2,10898,2018,8,2,QTR3,weekday,monsoon,232,51,79,98,146,10898,,,
8/2/2018,1,110,2018,8,3,QTR3,weekday,monsoon,231,50,78,97,145,110,,,
8/2/2018,2,11864,2018,8,3,QTR3,weekday,monsoon,231,50,78,97,145,11864,,,
8/3/2018,1,3043,2018,8,4,QTR3,weekday,monsoon,230,49,77,96,144,3043,,,
8/3/2018,2,9683,2018,8,4,QTR3,weekday,monsoon,230,49,77,96,144,9683,,,
8/4/2018,1,2362,2018,8,5,QTR3,weekday,monsoon,229,48,76,95,143,2362,,,
8/4/2018,2,9372,2018,8,5,QTR3,weekday,monsoon,229,48,76,95,143,9372,,,
8/5/2018,1,1161,2018,8,6,QTR3,weekend,monsoon,228,47,75,94,142,1161,,,
8/5/2018,2,6488,2018,8,6,QTR3,weekend,monsoon,228,47,75,94,142,6488,,,
8/6/2018,1,3419,2018,8,0,QTR3,weekday,monsoon,227,46,74,93,141,3419,,,
8/6/2018,2,8227,2018,8,0,QTR3,weekday,monsoon,227,46,74,93,141,8227,,,
8/7/2018,1,2923,2018,8,1,QTR3,weekday,monsoon,226,45,73,92,140,2923,,,
8/7/2018,2,9244,2018,8,1,QTR3,weekday,monsoon,226,45,73,92,140,9244,,,
8/8/2018,1,2961,2018,8,2,QTR3,weekday,monsoon,225,44,72,91,139,2961,,,
8/8/2018,2,9261,2018,8,2,QTR3,weekday,monsoon,225,44,72,91,139,9261,,,
8/9/2018,1,2754,2018,8,3,QTR3,weekday,monsoon,224,43,71,90,138,2754,,,
8/9/2018,2,8855,2018,8,3,QTR3,weekday,monsoon,224,43,71,90,138,8855,,,
8/10/2018,1,3220,2018,8,4,QTR3,weekday,monsoon,223,42,70,89,137,3220,,,
8/10/2018,2,12539,2018,8,4,QTR3,weekday,monsoon,223,42,70,89,137,12539,,,
8/11/2018,1,2542,2018,8,5,QTR3,weekday,monsoon,222,41,69,88,136,2542,,,
8/11/2018,2,4300,2018,8,5,QTR3,weekday,monsoon,222,41,69,88,136,4300,,,
8/12/2018,1,1507,2018,8,6,QTR3,weekend,monsoon,221,40,68,87,135,1507,,,
8/12/2018,2,18688,2018,8,6,QTR3,weekend,monsoon,221,40,68,87,135,18688,,,
8/13/2018,1,4220,2018,8,0,QTR3,weekday,monsoon,220,39,67,86,134,4220,,,
8/13/2018,2,36414,2018,8,0,QTR3,weekday,monsoon,220,39,67,86,134,36414,,,
8/14/2018,1,3854,2018,8,1,QTR3,weekday,monsoon,219,38,66,85,133,3854,,,
8/14/2018,2,35203,2018,8,1,QTR3,weekday,monsoon,219,38,66,85,133,35203,,,
8/15/2018,1,2417,2018,8,2,QTR3,weekday,monsoon,218,37,65,84,132,2417,,,
8/15/2018,2,22742,2018,8,2,QTR3,weekday,monsoon,218,37,65,84,132,22742,,,
8/16/2018,1,3728,2018,8,3,QTR3,weekday,monsoon,217,36,64,83,131,3728,,,
8/16/2018,2,32198,2018,8,3,QTR3,weekday,monsoon,217,36,64,83,131,32198,,,
8/17/2018,1,3208,2018,8,4,QTR3,weekday,monsoon,216,35,63,82,130,3208,,,
8/17/2018,2,35614,2018,8,4,QTR3,weekday,monsoon,216,35,63,82,130,35614,,,
8/18/2018,1,2888,2018,8,5,QTR3,weekday,monsoon,215,34,62,81,129,2888,,,
8/18/2018,2,32186,2018,8,5,QTR3,weekday,monsoon,215,34,62,81,129,32186,,,
8/19/2018,1,1449,2018,8,6,QTR3,weekend,monsoon,214,33,61,80,128,1449,,,
8/19/2018,2,19893,2018,8,6,QTR3,weekend,monsoon,214,33,61,80,128,19893,,,
8/20/2018,1,4136,2018,8,0,QTR3,weekday,monsoon,213,32,60,79,127,4136,,,
8/20/2018,2,34198,2018,8,0,QTR3,weekday,monsoon,213,32,60,79,127,34198,,,
8/21/2018,1,3638,2018,8,1,QTR3,weekday,monsoon,212,31,59,78,126,3638,,,
8/21/2018,2,31668,2018,8,1,QTR3,weekday,monsoon,212,31,59,78,126,31668,,,
8/22/2018,1,2812,2018,8,2,QTR3,weekday,monsoon,211,30,58,77,125,2812,,,
8/22/2018,2,28036,2018,8,2,QTR3,weekday,monsoon,211,30,58,77,125,28036,,,
8/23/2018,1,3300,2018,8,3,QTR3,weekday,monsoon,210,29,57,76,124,3300,,,
8/23/2018,2,27028,2018,8,3,QTR3,weekday,monsoon,210,29,57,76,124,27028,,,
8/24/2018,1,3664,2018,8,4,QTR3,weekday,monsoon,209,28,56,75,123,3664,,,
8/24/2018,2,22930,2018,8,4,QTR3,weekday,monsoon,209,28,56,75,123,22930,,,
8/25/2018,1,3090,2018,8,5,QTR3,weekday,monsoon,208,27,55,74,122,3090,,,
8/25/2018,2,21752,2018,8,5,QTR3,weekday,monsoon,208,27,55,74,122,21752,,,
8/26/2018,1,1782,2018,8,6,QTR3,weekend,monsoon,207,26,54,73,121,1782,,,
8/26/2018,2,11675,2018,8,6,QTR3,weekend,monsoon,207,26,54,73,121,11675,,,
8/27/2018,1,3423,2018,8,0,QTR3,weekday,monsoon,206,25,53,72,120,3423,,,
8/27/2018,2,15361,2018,8,0,QTR3,weekday,monsoon,206,25,53,72,120,15361,,,
8/28/2018,1,2952,2018,8,1,QTR3,weekday,monsoon,205,24,52,71,119,2952,,,
8/28/2018,2,18436,2018,8,1,QTR3,weekday,monsoon,205,24,52,71,119,18436,,,
8/29/2018,1,3290,2018,8,2,QTR3,weekday,monsoon,204,23,51,70,118,3290,,,
8/29/2018,2,14657,2018,8,2,QTR3,weekday,monsoon,204,23,51,70,118,14657,,,
8/30/2018,1,3904,2018,8,3,QTR3,weekday,monsoon,203,22,50,69,117,3904,,,
8/30/2018,2,7334,2018,8,3,QTR3,weekday,monsoon,203,22,50,69,117,7334,,,
8/31/2018,1,6433,2018,8,4,QTR3,weekday,monsoon,202,21,49,68,116,6433,,,
8/31/2018,2,1591,2018,8,4,QTR3,weekday,monsoon,202,21,49,68,116,1591,,,
9/1/2018,1,1362,2018,9,5,QTR3,weekday,monsoon,201,20,48,67,115,1362,,,
9/1/2018,2,7435,2018,9,5,QTR3,weekday,monsoon,201,20,48,67,115,7435,,,
9/2/2018,1,31,2018,9,6,QTR3,weekend,monsoon,200,19,47,66,114,31,,,
9/2/2018,2,7070,2018,9,6,QTR3,weekend,monsoon,200,19,47,66,114,7070,,,
9/3/2018,1,3324,2018,9,0,QTR3,weekday,monsoon,199,18,46,65,113,3324,,,
9/3/2018,2,8344,2018,9,0,QTR3,weekday,monsoon,199,18,46,65,113,8344,,,
9/4/2018,1,2693,2018,9,1,QTR3,weekday,monsoon,198,17,45,64,112,2693,,,
9/4/2018,2,8903,2018,9,1,QTR3,weekday,monsoon,198,17,45,64,112,8903,,,
9/5/2018,1,3018,2018,9,2,QTR3,weekday,monsoon,197,16,44,63,111,3018,,,
9/5/2018,2,7935,2018,9,2,QTR3,weekday,monsoon,197,16,44,63,111,7935,,,
9/6/2018,1,3002,2018,9,3,QTR3,weekday,monsoon,196,15,43,62,110,3002,,,
9/6/2018,2,8243,2018,9,3,QTR3,weekday,monsoon,196,15,43,62,110,8243,,,
9/7/2018,1,2950,2018,9,4,QTR3,weekday,monsoon,195,14,42,61,109,2950,,,
9/7/2018,2,8039,2018,9,4,QTR3,weekday,monsoon,195,14,42,61,109,8039,,,
9/8/2018,1,2544,2018,9,5,QTR3,weekday,monsoon,194,13,41,60,108,2544,,,
9/8/2018,2,8235,2018,9,5,QTR3,weekday,monsoon,194,13,41,60,108,8235,,,
9/9/2018,1,1454,2018,9,6,QTR3,weekend,monsoon,193,12,40,59,107,1454,,,
9/9/2018,2,7486,2018,9,6,QTR3,weekend,monsoon,193,12,40,59,107,7486,,,
9/10/2018,1,2429,2018,9,0,QTR3,weekday,monsoon,192,11,39,58,106,2429,,,
9/10/2018,2,12337,2018,9,0,QTR3,weekday,monsoon,192,11,39,58,106,12337,,,
9/11/2018,1,3755,2018,9,1,QTR3,weekday,monsoon,191,10,38,57,105,3755,,,
9/11/2018,2,22597,2018,9,1,QTR3,weekday,monsoon,191,10,38,57,105,22597,,,
9/12/2018,1,4671,2018,9,2,QTR3,weekday,monsoon,190,9,37,56,104,4671,,,
9/12/2018,2,24698,2018,9,2,QTR3,weekday,monsoon,190,9,37,56,104,24698,,,
9/13/2018,1,4232,2018,9,3,QTR3,weekday,monsoon,189,8,36,55,103,4232,,,
9/13/2018,2,26515,2018,9,3,QTR3,weekday,monsoon,189,8,36,55,103,26515,,,
9/14/2018,1,3693,2018,9,4,QTR3,weekday,monsoon,188,7,35,54,102,3693,,,
9/14/2018,2,28799,2018,9,4,QTR3,weekday,monsoon,188,7,35,54,102,28799,,,
9/15/2018,1,2992,2018,9,5,QTR3,weekday,monsoon,187,6,34,53,101,2992,,,
9/15/2018,2,32948,2018,9,5,QTR3,weekday,monsoon,187,6,34,53,101,32948,,,
9/16/2018,1,2270,2018,9,6,QTR3,weekend,monsoon,186,5,33,52,100,2270,,,
9/16/2018,2,16613,2018,9,6,QTR3,weekend,monsoon,186,5,33,52,100,16613,,,
9/17/2018,1,3517,2018,9,0,QTR3,weekday,monsoon,185,4,32,51,99,3517,,,
9/17/2018,2,31937,2018,9,0,QTR3,weekday,monsoon,185,4,32,51,99,31937,,,
9/18/2018,1,3335,2018,9,1,QTR3,weekday,monsoon,184,3,31,50,98,3335,,,
9/18/2018,2,30480,2018,9,1,QTR3,weekday,monsoon,184,3,31,50,98,30480,,,
9/19/2018,1,3568,2018,9,2,QTR3,weekday,monsoon,183,2,30,49,97,3568,,,
9/19/2018,2,31858,2018,9,2,QTR3,weekday,monsoon,183,2,30,49,97,31858,,,
9/20/2018,1,3280,2018,9,3,QTR3,weekday,monsoon,182,1,29,48,96,3280,,,
9/20/2018,2,32923,2018,9,3,QTR3,weekday,monsoon,182,1,29,48,96,32923,,,
9/21/2018,1,3066,2018,9,4,QTR3,weekday,monsoon,181,0,28,47,95,3066,,,
9/21/2018,2,31539,2018,9,4,QTR3,weekday,monsoon,181,0,28,47,95,31539,,,
9/22/2018,1,2669,2018,9,5,QTR3,weekday,monsoon,180,353,27,46,94,2669,,,
9/22/2018,2,29920,2018,9,5,QTR3,weekday,monsoon,180,353,27,46,94,29920,,,
9/23/2018,1,1947,2018,9,6,QTR3,weekend,monsoon,179,352,26,45,93,1947,,,
9/23/2018,2,19573,2018,9,6,QTR3,weekend,monsoon,179,352,26,45,93,19573,,,
9/24/2018,1,3270,2018,9,0,QTR3,weekday,monsoon,178,351,25,44,92,3270,,,
9/24/2018,2,25115,2018,9,0,QTR3,weekday,monsoon,178,351,25,44,92,25115,,,
9/25/2018,1,2837,2018,9,1,QTR3,weekday,monsoon,177,350,24,43,91,2837,,,
9/25/2018,2,27803,2018,9,1,QTR3,weekday,monsoon,177,350,24,43,91,27803,,,
9/26/2018,1,2669,2018,9,2,QTR3,weekday,monsoon,176,349,23,42,90,2669,,,
9/26/2018,2,26997,2018,9,2,QTR3,weekday,monsoon,176,349,23,42,90,26997,,,
9/27/2018,1,2882,2018,9,3,QTR3,weekday,monsoon,175,348,22,41,89,2882,,,
9/27/2018,2,22346,2018,9,3,QTR3,weekday,monsoon,175,348,22,41,89,22346,,,
9/28/2018,1,3114,2018,9,4,QTR3,weekday,monsoon,174,347,21,40,88,3114,,,
9/28/2018,2,17007,2018,9,4,QTR3,weekday,monsoon,174,347,21,40,88,17007,,,
9/29/2018,1,3125,2018,9,5,QTR3,weekday,monsoon,173,346,20,39,87,3125,,,
9/29/2018,2,4076,2018,9,5,QTR3,weekday,monsoon,173,346,20,39,87,4076,,,
9/30/2018,1,5002,2018,9,6,QTR3,weekend,monsoon,172,345,19,38,86,5002,,,
9/30/2018,2,898,2018,9,6,QTR3,weekend,monsoon,172,345,19,38,86,898,,,
10/1/2018,1,2459,2018,10,0,QTR4,weekday,autumn,171,344,18,37,85,2459,,,
10/1/2018,2,8395,2018,10,0,QTR4,weekday,autumn,171,344,18,37,85,8395,,,
10/2/2018,1,63,2018,10,1,QTR4,weekday,autumn,170,343,17,36,84,63,,,
10/2/2018,2,8501,2018,10,1,QTR4,weekday,autumn,170,343,17,36,84,8501,,,
10/3/2018,1,3197,2018,10,2,QTR4,weekday,autumn,169,342,16,35,83,3197,,,
10/3/2018,2,7184,2018,10,2,QTR4,weekday,autumn,169,342,16,35,83,7184,,,
10/4/2018,1,3070,2018,10,3,QTR4,weekday,autumn,168,341,15,34,82,3070,,,
10/4/2018,2,8353,2018,10,3,QTR4,weekday,autumn,168,341,15,34,82,8353,,,
10/5/2018,1,3345,2018,10,4,QTR4,weekday,autumn,167,340,14,33,81,3345,,,
10/5/2018,2,8106,2018,10,4,QTR4,weekday,autumn,167,340,14,33,81,8106,,,
10/6/2018,1,2917,2018,10,5,QTR4,weekday,autumn,166,339,13,32,80,2917,,,
10/6/2018,2,8430,2018,10,5,QTR4,weekday,autumn,166,339,13,32,80,8430,,,
10/7/2018,1,2217,2018,10,6,QTR4,weekend,autumn,165,338,12,31,79,2217,,,
10/7/2018,2,6754,2018,10,6,QTR4,weekend,autumn,165,338,12,31,79,6754,,,
10/8/2018,1,4324,2018,10,0,QTR4,weekday,autumn,164,337,11,30,78,4324,,,
10/8/2018,2,8824,2018,10,0,QTR4,weekday,autumn,164,337,11,30,78,8824,,,
10/9/2018,1,4567,2018,10,1,QTR4,weekday,autumn,163,336,10,29,77,4567,,,
10/9/2018,2,10041,2018,10,1,QTR4,weekday,autumn,163,336,10,29,77,10041,,,
10/10/2018,1,6574,2018,10,2,QTR4,weekday,autumn,162,335,9,28,76,6574,,,
10/10/2018,2,12560,2018,10,2,QTR4,weekday,autumn,162,335,9,28,76,12560,,,
10/11/2018,1,5829,2018,10,3,QTR4,weekday,autumn,161,334,8,27,75,5829,,,
10/11/2018,2,26243,2018,10,3,QTR4,weekday,autumn,161,334,8,27,75,26243,,,
10/12/2018,1,6026,2018,10,4,QTR4,weekday,autumn,160,333,7,26,74,6026,,,
10/12/2018,2,31719,2018,10,4,QTR4,weekday,autumn,160,333,7,26,74,31719,,,
10/13/2018,1,5064,2018,10,5,QTR4,weekday,autumn,159,332,6,25,73,5064,,,
10/13/2018,2,31738,2018,10,5,QTR4,weekday,autumn,159,332,6,25,73,31738,,,
10/14/2018,1,5184,2018,10,6,QTR4,weekend,autumn,158,331,5,24,72,5184,,,
10/14/2018,2,19703,2018,10,6,QTR4,weekend,autumn,158,331,5,24,72,19703,,,
10/15/2018,1,7700,2018,10,0,QTR4,weekday,autumn,157,330,4,23,71,7700,,,
10/15/2018,2,30276,2018,10,0,QTR4,weekday,autumn,157,330,4,23,71,30276,,,
10/16/2018,1,7420,2018,10,1,QTR4,weekday,autumn,156,329,3,22,70,7420,,,
10/16/2018,2,27595,2018,10,1,QTR4,weekday,autumn,156,329,3,22,70,27595,,,
10/17/2018,1,7909,2018,10,2,QTR4,weekday,autumn,155,328,2,21,69,7909,,,
10/17/2018,2,22652,2018,10,2,QTR4,weekday,autumn,155,328,2,21,69,22652,,,
10/18/2018,1,6828,2018,10,3,QTR4,weekday,autumn,154,327,1,20,68,6828,,,
10/18/2018,2,13860,2018,10,3,QTR4,weekday,autumn,154,327,1,20,68,13860,,,
10/19/2018,1,4148,2018,10,4,QTR4,weekday,autumn,153,326,0,19,67,4148,,,
10/19/2018,2,11845,2018,10,4,QTR4,weekday,autumn,153,326,0,19,67,11845,,,
10/20/2018,1,2888,2018,10,5,QTR4,weekday,autumn,152,325,353,18,66,2888,,,
10/20/2018,2,18717,2018,10,5,QTR4,weekday,autumn,152,325,353,18,66,18717,,,
10/21/2018,1,2106,2018,10,6,QTR4,weekend,autumn,151,324,352,17,65,2106,,,
10/21/2018,2,14740,2018,10,6,QTR4,weekend,autumn,151,324,352,17,65,14740,,,
10/22/2018,1,4574,2018,10,0,QTR4,weekday,autumn,150,323,351,16,64,4574,,,
10/22/2018,2,26766,2018,10,0,QTR4,weekday,autumn,150,323,351,16,64,26766,,,
10/23/2018,1,3940,2018,10,1,QTR4,weekday,autumn,149,322,350,15,63,3940,,,
10/23/2018,2,30504,2018,10,1,QTR4,weekday,autumn,149,322,350,15,63,30504,,,
10/24/2018,1,4727,2018,10,2,QTR4,weekday,autumn,148,321,349,14,62,4727,,,
10/24/2018,2,31334,2018,10,2,QTR4,weekday,autumn,148,321,349,14,62,31334,,,
10/25/2018,1,4044,2018,10,3,QTR4,weekday,autumn,147,320,348,13,61,4044,,,
10/25/2018,2,28564,2018,10,3,QTR4,weekday,autumn,147,320,348,13,61,28564,,,
10/26/2018,1,4311,2018,10,4,QTR4,weekday,autumn,146,319,347,12,60,4311,,,
10/26/2018,2,29134,2018,10,4,QTR4,weekday,autumn,146,319,347,12,60,29134,,,
10/27/2018,1,3644,2018,10,5,QTR4,weekday,autumn,145,318,346,11,59,3644,,,
10/27/2018,2,23610,2018,10,5,QTR4,weekday,autumn,145,318,346,11,59,23610,,,
10/28/2018,1,3037,2018,10,6,QTR4,weekend,autumn,144,317,345,10,58,3037,,,
10/28/2018,2,17447,2018,10,6,QTR4,weekend,autumn,144,317,345,10,58,17447,,,
10/29/2018,1,5309,2018,10,0,QTR4,weekday,autumn,143,316,344,9,57,5309,,,
10/29/2018,2,13299,2018,10,0,QTR4,weekday,autumn,143,316,344,9,57,13299,,,
10/30/2018,1,5358,2018,10,1,QTR4,weekday,autumn,142,315,343,8,56,5358,,,
10/30/2018,2,5133,2018,10,1,QTR4,weekday,autumn,142,315,343,8,56,5133,,,
10/31/2018,1,18580,2018,10,2,QTR4,weekday,autumn,141,314,342,7,55,18580,,,
10/31/2018,2,1916,2018,10,2,QTR4,weekday,autumn,141,314,342,7,55,1916,,,
11/1/2018,1,246,2018,11,3,QTR4,weekday,autumn,140,313,341,6,54,246,,,
11/1/2018,2,7665,2018,11,3,QTR4,weekday,autumn,140,313,341,6,54,7665,,,
11/2/2018,1,280,2018,11,4,QTR4,weekday,autumn,139,312,340,5,53,280,,,
11/2/2018,2,6153,2018,11,4,QTR4,weekday,autumn,139,312,340,5,53,6153,,,
11/3/2018,1,7962,2018,11,5,QTR4,weekday,autumn,138,311,339,4,52,7962,,,
11/3/2018,2,5285,2018,11,5,QTR4,weekday,autumn,138,311,339,4,52,5285,,,
11/4/2018,1,9533,2018,11,6,QTR4,weekend,autumn,137,310,338,3,51,9533,,,
11/4/2018,2,4569,2018,11,6,QTR4,weekend,autumn,137,310,338,3,51,4569,,,
11/5/2018,1,12517,2018,11,0,QTR4,weekday,autumn,136,309,337,2,50,12517,,,
11/5/2018,2,3466,2018,11,0,QTR4,weekday,autumn,136,309,337,2,50,3466,,,
11/6/2018,1,10998,2018,11,1,QTR4,weekday,autumn,135,308,336,1,49,10998,,,
11/6/2018,2,3044,2018,11,1,QTR4,weekday,autumn,135,308,336,1,49,3044,,,
11/7/2018,1,10393,2018,11,2,QTR4,weekday,autumn,134,307,335,0,48,10393,,,
11/7/2018,2,2245,2018,11,2,QTR4,weekday,autumn,134,307,335,0,48,2245,,,
11/8/2018,1,5244,2018,11,3,QTR4,weekday,autumn,133,306,334,353,47,5244,,,
11/8/2018,2,3374,2018,11,3,QTR4,weekday,autumn,133,306,334,353,47,3374,,,
11/9/2018,1,4690,2018,11,4,QTR4,weekday,autumn,132,305,333,352,46,4690,,,
11/9/2018,2,4811,2018,11,4,QTR4,weekday,autumn,132,305,333,352,46,4811,,,
11/10/2018,1,3336,2018,11,5,QTR4,weekday,autumn,131,304,332,351,45,3336,,,
11/10/2018,2,7920,2018,11,5,QTR4,weekday,autumn,131,304,332,351,45,7920,,,
11/11/2018,1,1895,2018,11,6,QTR4,weekend,autumn,130,303,331,350,44,1895,,,
